"","release_nb","fam_int_id","age","sex","num_children","marital","life_satisfaction","house_val","weeks_employed_last_yr","leisure_hrs","itemize_tax","health_status","race_ref_1","race_ref_2","race_ref_3","race_ref_4","religious_pref","religious_denom","donated_gt_25_charity_last_yr","religious_attend_nb","religious_attend_freq","respondant_was","taxable_income","total_fam_income","education","immigrant_fam_wt","house_val_thousand","donated"
"540","1","8962",31,"Male",0,"Never married","Somewhat satisfied",20000,52,16,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","No",1,"Other","Current Reference Person",20000,23000,"SomeCollege",24.48,"[0.145, 65)","No"
"541","1","7574",37,"Male",3,"Married","Very satisfied",203000,52,28,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","Yes",1,"Day","Spouse or new spouse",100100,102900,"College",14.516,"[185, 240)","Yes"
"542","1","6895",37,"Male",1,"Married","Very satisfied",180000,51,40,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Presbyterian","Yes",1,"Month","Spouse or new spouse",108100,108100,"College",11.278,"[150, 185)","Yes"
"543","1","7771",36,"Male",2,"Married","Very satisfied",163000,52,40,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","No",0,"None*","Spouse or new spouse",119050,119050,"SomeHS",11.598,"[150, 185)","No"
"544","1","7758",36,"Male",2,"Married","Completely satisfied",NA,52,40,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Christian","Yes",1,"Year","Spouse or new spouse",120000,120000,"College",10.954,"Does not own home","Yes"
"545","1","46",80,"Male",0,"Widowed","Not at all satisfied",NA,0,7,"Yes","Fair","Black, African-American, or Negro","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",40,"Year","Current Reference Person",85,48649,"SomeCollege",142.778,"Does not own home","Yes"
"546","1","4746",63,"Male",0,"Married","Completely satisfied",250000,52,25,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Year","Spouse or new spouse",166000,166000,"College",39.847,"[240, 300)","Yes"
"547","1","4052",58,"Male",0,"Divorced, annulled","Very satisfied",185000,52,16,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",1,"Week","Current Reference Person",95600,95600,"College",79.57,"[185, 240)","Yes"
"548","1","9108",34,"Male",0,"Never married","Very satisfied",140000,52,15,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Presbyterian","No",2,"Year","Current Reference Person",126300,126300,"College",19.298,"[100, 150)","No"
"549","1","8083",24,"Female",0,"Never married","Very satisfied",NA,52,20,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",0,"None*","Current Reference Person",48003,80003,"College",18.031,"Does not own home","Yes"
"550","1","4156",58,"Male",0,"Married","Completely satisfied",350000,52,8,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",4,"Year","Current Reference Person",350200,350200,"College",36.78,"[300, 450)","Yes"
"551","1","3871",53,"Female",0,"Divorced, annulled","Very satisfied",280000,52,15,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",1,"Week","Current Reference Person",89110,111910,"SomeCollege",27.505,"[240, 300)","Yes"
"552","1","4255",61,"Male",0,"Married","Somewhat satisfied",1e+06,52,28,"Yes","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Seventh Day Adventist","Yes",1,"Week","Spouse or new spouse",52750,55950,"SomeHS",24.368,"[450, 4500)","Yes"
"553","1","9372",64,"Female",0,"Never married","Somewhat satisfied",240000,52,8,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Seventh Day Adventist","Yes",1,"Week","Current Reference Person",80520,80520,"College",50.143,"[240, 300)","Yes"
"554","1","3887",37,"Male",3,"Married","Very satisfied",450000,0,20,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Year","Spouse or new spouse",135000,145000,"SomeHS",11.592,"[450, 4500)","Yes"
"555","1","8107",37,"Male",4,"Married","Completely satisfied",NA,52,4,"Yes","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Seventh Day Adventist","Yes",1,"Week","Spouse or new spouse",536010,536010,"College",10.906,"Does not own home","Yes"
"556","1","4239",74,"Male",0,"Married","Completely satisfied",3e+05,0,35,"No; did/will not file","Good","Other","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",1,"Two weeks","Current Reference Person",2,58002,"SomeCollege",71.146,"[300, 450)","Yes"
"557","1","4116",45,"Male",0,"Married","Very satisfied",415000,52,20,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",2,"Month","Current Reference Person",141000,145000,"College",37.677,"[300, 450)","Yes"
"558","1","6752",21,"Female",1,"Never married","Completely satisfied",NA,45,7,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","No",1,"Month","Current Reference Person",13800,53800,"HS",17.88,"Does not own home","No"
"559","1","4968",63,"Male",1,"Married","Very satisfied",190000,0,25,"Yes","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","Yes",2,"Week","Spouse or new spouse",33000,92873,"SomeHS",32.579,"[185, 240)","Yes"
"560","1","4895",42,"Male",3,"Married","Very satisfied",1600000,52,20,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",4,"Year","Spouse or new spouse",580500,580500,"College",35.696,"[450, 4500)","Yes"
"561","1","4211",30,"Male",1,"Married","Not very satisfied",NA,26,3,"No; did/will not file","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Baptist","No",1,"Month","Spouse or new spouse",11800,15500,"HS",18.536,"Does not own home","No"
"562","1","8832",38,"Male",5,"Married","Somewhat satisfied",NA,52,4,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Other","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Day","Current Reference Person",73485,86712,"HS",17.61,"Does not own home","Yes"
"563","1","7421",35,"Female",0,"Never married","Somewhat satisfied",NA,30,3,"No; did/will not file","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","None/Athiest/Agnostic","Inap.: not Protestant (ER70941 ne 08)","No",0,"None*","Current Reference Person",41159,42902,"College",37.181,"Does not own home","No"
"564","1","8150",34,"Male",6,"Married","Very satisfied",NA,52,3,"No; did/will not file","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Other","Inap.: not Protestant (ER70941 ne 08)","Yes",3,"Day","Current Reference Person",15437,24873,"College",19.743,"Does not own home","Yes"
"565","1","7736",31,"Female",0,"Never married","Completely satisfied",NA,52,3,"No; did/will not file","Excellent","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Other","Inap.: not Protestant (ER70941 ne 08)","Yes",5,"Year","Current Reference Person",16695,16695,"College",46.585,"Does not own home","Yes"
"566","1","8573",28,"Male",3,"Married","Very satisfied",NA,0,1,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Other","Inap.: not Protestant (ER70941 ne 08)","Yes",3,"Day","Current Reference Person",41428,42664,"HS",19.222,"Does not own home","Yes"
"567","1","7293",59,"Male",0,"Married","Very satisfied",375000,52,20,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Other","Inap.: not Protestant (ER70941 ne 08)","Yes",2,"Year","Spouse or new spouse",172100,174340,"College",33.131,"[300, 450)","Yes"
"568","1","5196",69,"Male",0,"Married","Very satisfied",650000,52,10,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Protestant unspecified","No",0,"None*","Current Reference Person",54000,129200,"College",27.917,"[450, 4500)","No"
"569","1","7254",42,"Male",3,"Married","Very satisfied",2e+06,52,10,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",1,"Month","Current Reference Person",1401000,1401000,"College",31.571,"[450, 4500)","Yes"
"570","1","9573",35,"Male",2,"Married","Completely satisfied",1100000,52,10,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Catholic","Inap.: not Protestant (ER70941 ne 08)","Yes",3,"Year","Spouse or new spouse",290800,290800,"College",14.534,"[450, 4500)","Yes"
"571","1","423",73,"Male",0,"Married","Somewhat satisfied",80000,52,32,"Yes","Fair","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",2,"Week","Current Reference Person",5210,180426,"HS",34.161,"[65, 100)","Yes"
"572","1","435",45,"Male",0,"Married","Very satisfied",NA,52,28,"Yes","Very good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",3,"Month","Current Reference Person",255000,259500,"HS",19.321,"Does not own home","Yes"
"573","1","275",40,"Male",2,"Married","Very satisfied",235000,52,25,"No; did/will not file","Good","White","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Inap.: DK, NA, or RF to first mention (ER70882=9); no second mention","Protestant","Lutheran","Yes",1,"Year","Current Reference Person",208006,208006,"College",20.056,"[185, 240)","Yes"
